Age	Attrition	BusinessTravel	Department	DistanceFromHome	Education	EnvironmentSatisfaction	Gender	JobInvolvement	JobRole	JobSatisfaction	MaritalStatus	MonthlyIncome	NumCompaniesWorked	OverTime	RelationshipSatisfaction	TotalWorkingYears	TrainingTimesLastYear	WorkLifeBalance	PCA_Years	PCA_Performance_and_Percent
50	0	Travel_Rarely	Research & Development	9	3	1	Male	3	Laboratory Technician	4	Married	2380	4	No	2	8	5	3	-2.0085850468	0.2379185311
59	0	Travel_Rarely	Research & Development	2	3	3	Female	2	Manufacturing Director	4	Single	13726	3	Yes	1	30	4	3	-0.2605498644	-0.7284195206
37	1	Travel_Rarely	Research & Development	11	2	1	Female	1	Healthcare Representative	2	Married	4777	5	No	1	15	2	1	-2.0085850468	-0.3418843
55	0	Travel_Frequently	Research & Development	18	4	3	Male	3	Healthcare Representative	2	Married	6385	3	Yes	4	17	3	3	1.4102022534	-0.5351519103
41	0	Non-Travel	Research & Development	7	1	2	Female	1	Research Director	3	Divorced	19973	1	No	2	21	3	3	4.1061020146	2.971358428
38	0	Travel_Rarely	Sales	3	4	2	Male	3	Sales Executive	4	Single	6861	8	Yes	3	19	1	3	-2.0085850468	-0.921687131
26	1	Non-Travel	Sales	29	2	2	Male	1	Sales Executive	1	Single	4969	8	No	4	7	6	3	-1.0797994639	0.2379185311
52	1	Travel_Rarely	Sales	2	1	1	Female	1	Manager	4	Married	19845	1	No	4	33	3	3	4.7764847735	-0.3418843
44	0	Travel_Rarely	Sales	28	3	4	Female	4	Sales Executive	4	Married	13320	3	Yes	3	23	2	3	3.57905568	0.2379185311
50	0	Non-Travel	Sales	1	3	4	Female	3	Sales Executive	3	Married	6347	0	No	1	19	3	3	2.3143507244	-0.921687131
36	1	Travel_Rarely	Research & Development	16	4	3	Female	4	Laboratory Technician	1	Single	2743	1	No	3	18	1	3	5.2728327763	-0.1486166896
39	0	Travel_Frequently	Research & Development	22	3	4	Female	3	Manufacturing Director	1	Single	10880	1	Yes	3	21	2	3	1.9962240097	-0.7284195206
33	0	Non-Travel	Sales	8	1	2	Female	2	Sales Representative	4	Single	2342	0	No	4	3	2	2	-1.0797994639	0.4311861414
45	0	Travel_Rarely	Sales	11	2	4	Female	3	Manager	4	Married	17650	3	No	2	26	4	4	-0.6077596843	-0.7284195206
32	0	Non-Travel	Research & Development	29	4	4	Female	3	Laboratory Technician	3	Single	4025	9	No	2	10	2	3	1.5471863248	-0.921687131
34	0	Travel_Rarely	Sales	1	4	2	Male	4	Sales Executive	4	Divorced	9725	0	No	4	16	2	2	0.634752388	-1.1149547413
59	0	Travel_Rarely	Sales	1	2	2	Male	3	Manager	4	Married	11904	3	Yes	3	14	1	1	-0.4375028825	-0.5351519103
45	0	Travel_Rarely	Human Resources	24	4	2	Male	3	Human Resources	2	Single	2177	1	No	1	6	3	3	-0.5789100631	-0.1486166896
53	0	Travel_Frequently	Sales	2	3	3	Female	2	Sales Executive	2	Married	7525	2	No	1	30	2	3	2.7323808766	-0.921687131
36	1	Travel_Rarely	Research & Development	15	3	1	Male	3	Laboratory Technician	3	Divorced	4834	7	No	2	9	3	2	-2.0085850468	-0.5351519103
26	1	Travel_Frequently	Research & Development	2	3	1	Male	3	Research Scientist	1	Married	2042	6	Yes	2	6	2	3	-1.1296344406	-0.5351519103
34	0	Travel_Rarely	Sales	10	4	3	Female	3	Sales Representative	3	Married	2220	1	Yes	4	1	2	3	-1.8671778662	0.4311861414
28	0	Travel_Rarely	Sales	10	1	4	Male	3	Sales Representative	2	Married	1052	1	No	2	1	5	3	-2.0085850468	2.971358428
38	0	Travel_Frequently	Research & Development	3	4	3	Male	3	Research Scientist	3	Married	2821	3	No	1	8	2	3	-1.0797994639	-0.1486166896
50	0	Travel_Rarely	Research & Development	2	4	2	Male	3	Research Director	3	Married	19237	2	Yes	4	29	2	2	0.6987432408	-1.1149547413
37	0	Travel_Rarely	Research & Development	3	3	4	Female	3	Healthcare Representative	2	Single	4107	3	No	1	8	3	2	-1.1804892288	-0.3418843
40	0	Travel_Rarely	Sales	26	3	3	Male	3	Sales Executive	1	Married	8396	1	No	2	8	3	2	1.1751832458	-0.5351519103
26	0	Travel_Frequently	Research & Development	1	1	1	Female	2	Research Scientist	3	Divorced	2007	1	No	3	5	5	3	-0.6715020785	-0.7284195206
46	0	Travel_Rarely	Research & Development	1	4	4	Male	3	Research Director	4	Divorced	19627	9	No	4	23	0	3	-1.0797994639	0.0446509207
54	0	Travel_Rarely	Sales	2	4	3	Female	2	Sales Executive	3	Married	10686	6	No	2	13	4	3	0.2131249324	-1.1149547413
56	0	Travel_Frequently	Research & Development	9	3	1	Female	3	Research Scientist	3	Married	2942	2	No	2	18	4	3	-0.6670789692	0.4311861414
36	0	Travel_Rarely	Research & Development	12	5	4	Female	2	Manufacturing Director	4	Single	8858	0	No	2	15	2	2	2.3539150654	-1.1149547413
55	0	Non-Travel	Research & Development	2	1	3	Male	2	Manager	1	Single	16756	7	No	2	31	3	4	0.7852163873	-0.3418843
43	0	Travel_Rarely	Sales	25	3	3	Male	2	Sales Executive	4	Divorced	10798	5	No	3	18	5	3	-2.0085850468	-0.7284195206
20	1	Travel_Frequently	Sales	9	3	4	Female	3	Sales Representative	4	Single	2323	1	Yes	2	2	3	3	-1.3537676066	-0.5351519103
21	1	Travel_Rarely	Research & Development	10	3	3	Female	2	Laboratory Technician	1	Single	1416	1	No	1	1	6	2	-1.8716009755	-0.7284195206
46	0	Travel_Rarely	Research & Development	8	4	4	Female	2	Research Scientist	1	Divorced	4615	8	Yes	1	19	2	3	2.2709177376	3.1646260383
51	1	Travel_Rarely	Research & Development	4	4	1	Male	3	Research Scientist	3	Married	2461	9	Yes	3	18	2	4	0.0467138926	-0.921687131
28	1	Non-Travel	Research & Development	24	2	2	Male	2	Healthcare Representative	1	Single	8722	1	No	1	10	2	2	1.1844340701	-0.921687131
26	0	Travel_Rarely	Research & Development	1	2	1	Male	2	Laboratory Technician	1	Married	3955	1	No	1	6	2	3	-0.6715020785	-0.1486166896
30	0	Travel_Rarely	Research & Development	20	3	3	Male	3	Manufacturing Director	1	Married	9957	0	No	3	7	1	2	-1.0051712281	-0.3418843
41	0	Travel_Rarely	Research & Development	7	2	2	Female	4	Research Scientist	3	Married	3376	1	No	3	10	3	3	0.7636158259	-0.7284195206
38	0	Travel_Rarely	Research & Development	17	1	3	Female	2	Healthcare Representative	3	Married	8823	0	No	1	20	4	2	2.2515902831	0.2379185311
40	0	Travel_Rarely	Research & Development	20	4	1	Male	3	Healthcare Representative	4	Married	10322	4	No	4	14	6	3	1.9262294832	2.5848232073
27	0	Non-Travel	Research & Development	8	5	1	Male	1	Laboratory Technician	3	Married	4621	1	No	4	3	4	3	-1.1296344406	0.4311861414
55	0	Travel_Frequently	Research & Development	2	1	4	Male	3	Manufacturing Director	2	Married	10976	3	No	2	23	4	3	-1.1296344406	0.2379185311
28	0	Travel_Rarely	Research & Development	10	3	3	Female	3	Research Scientist	3	Single	3660	3	No	4	10	4	4	0.7252818966	-0.7284195206
44	1	Travel_Rarely	Human Resources	1	2	2	Male	2	Human Resources	1	Married	10482	9	No	4	24	1	3	1.7612050021	-0.5351519103
33	0	Travel_Rarely	Research & Development	5	3	4	Male	2	Healthcare Representative	4	Divorced	7119	4	No	3	9	2	3	-1.1296344406	-0.3418843
35	1	Travel_Rarely	Sales	4	3	4	Male	3	Sales Executive	1	Single	9582	0	Yes	1	9	2	3	1.1362341107	2.971358428
33	1	Travel_Frequently	Research & Development	29	4	1	Female	2	Research Scientist	3	Single	4508	1	No	2	14	4	3	1.5774225046	2.971358428
28	0	Travel_Rarely	Research & Development	15	2	1	Male	3	Laboratory Technician	3	Divorced	2207	1	No	4	4	5	2	-0.9055012746	-0.1486166896
34	0	Travel_Frequently	Research & Development	3	1	1	Male	3	Healthcare Representative	4	Single	7756	0	No	3	7	1	2	-0.7203172438	0.0446509207
37	0	Travel_Rarely	Sales	10	4	4	Female	2	Sales Executive	4	Divorced	6694	2	Yes	3	8	5	3	-2.0085850468	-0.5351519103
25	1	Travel_Rarely	Research & Development	4	1	4	Male	3	Laboratory Technician	4	Married	3691	1	Yes	2	7	3	4	1.0436420952	-0.3418843
26	1	Travel_Rarely	Research & Development	21	3	1	Male	3	Laboratory Technician	3	Divorced	2377	1	No	3	1	0	2	-1.8671778662	2.5848232073
33	1	Travel_Rarely	Research & Development	25	3	1	Male	2	Research Scientist	2	Single	2313	4	Yes	2	5	0	3	-1.0797994639	2.5848232073
42	0	Travel_Rarely	Research & Development	2	2	4	Male	3	Manager	1	Married	17665	0	No	4	23	3	3	3.4477708972	0.0446509207
28	1	Travel_Frequently	Research & Development	1	3	1	Male	2	Laboratory Technician	2	Divorced	2596	1	No	1	1	2	3	-2.0085850468	-0.3418843
50	1	Travel_Frequently	Sales	1	4	4	Male	3	Sales Executive	3	Single	4728	3	Yes	4	5	4	3	-2.0957341415	-0.5351519103
33	0	Travel_Frequently	Sales	7	3	4	Female	3	Sales Executive	2	Married	4302	0	No	3	4	3	3	-1.266618512	0.0446509207
34	0	Non-Travel	Research & Development	3	4	3	Male	2	Research Scientist	4	Married	2979	3	No	4	6	2	3	-2.0957341415	0.0446509207
48	0	Non-Travel	Research & Development	1	4	1	Male	4	Manager	4	Single	16885	2	No	3	27	3	2	-0.6779648108	2.971358428
45	0	Non-Travel	Sales	9	4	2	Female	2	Sales Executive	3	Married	5593	1	No	4	15	2	3	2.8826342758	-0.7284195206
52	0	Travel_Rarely	Research & Development	7	4	2	Male	3	Healthcare Representative	2	Single	10445	7	No	4	18	4	3	-0.002162015	0.4311861414
38	0	Travel_Rarely	Sales	10	4	3	Male	2	Sales Executive	3	Divorced	8740	0	Yes	2	9	2	3	0.8622659679	-0.5351519103
29	0	Travel_Rarely	Research & Development	28	4	3	Female	3	Research Scientist	4	Divorced	2514	4	No	1	11	1	3	0.3553184406	2.971358428
28	0	Travel_Rarely	Research & Development	3	3	4	Female	3	Manufacturing Director	2	Divorced	7655	0	No	2	10	3	2	0.8124309912	0.0446509207
46	0	Travel_Rarely	Sales	3	1	1	Male	3	Manager	3	Married	17465	3	No	4	23	3	3	2.0524988348	-0.921687131
38	0	Travel_Rarely	Sales	2	2	4	Male	3	Sales Executive	2	Single	7351	7	No	3	10	2	3	-2.0085850468	-0.1486166896
43	0	Travel_Frequently	Research & Development	27	3	3	Female	3	Manufacturing Director	1	Married	10820	8	No	3	18	1	3	-0.2662641277	-1.1149547413
39	1	Travel_Frequently	Research & Development	2	3	1	Male	3	Healthcare Representative	4	Divorced	12169	7	No	4	21	4	3	2.6817595723	-1.1149547413
40	0	Travel_Rarely	Research & Development	14	3	3	Male	2	Research Director	3	Single	19626	1	No	1	21	2	4	2.4668772306	-0.5351519103
21	0	Travel_Rarely	Research & Development	1	1	4	Female	2	Research Scientist	2	Single	2070	1	Yes	3	2	6	4	-1.0797994639	-1.1149547413
39	0	Non-Travel	Research & Development	9	3	3	Male	3	Laboratory Technician	2	Single	6782	9	No	3	9	2	2	-0.6670789692	-0.3418843
36	0	Non-Travel	Research & Development	18	4	1	Male	3	Manufacturing Director	4	Single	7779	2	No	1	18	0	3	1.4174134547	2.5848232073
31	0	Travel_Frequently	Sales	20	3	3	Male	4	Sales Representative	4	Married	2791	0	No	1	3	4	3	-1.0797994639	-0.921687131
28	0	Travel_Rarely	Research & Development	2	1	1	Male	2	Research Scientist	2	Married	3201	0	No	1	6	2	1	-0.6660591578	0.0446509207
35	0	Travel_Frequently	Sales	11	2	4	Male	3	Sales Executive	4	Divorced	4968	1	No	4	5	3	3	-1.0923203227	-1.1149547413
49	0	Travel_Rarely	Sales	8	4	4	Male	2	Sales Executive	2	Married	13120	6	No	2	22	3	3	0.5211142746	0.0446509207
34	0	Travel_Frequently	Research & Development	2	2	4	Male	3	Manufacturing Director	3	Single	4033	2	No	4	5	3	2	-1.266618512	-1.1149547413
29	0	Travel_Frequently	Research & Development	10	3	4	Female	3	Research Scientist	2	Divorced	3291	0	No	4	8	2	2	-0.4992435122	-0.5351519103
42	0	Travel_Rarely	Research & Development	29	3	2	Male	1	Laboratory Technician	4	Single	4272	4	No	1	16	3	3	-2.0085850468	0.4311861414
29	0	Travel_Rarely	Research & Development	8	1	2	Male	2	Manufacturing Director	4	Married	5056	1	Yes	3	10	2	2	0.1874451251	-0.3418843
38	0	Travel_Rarely	Human Resources	1	3	3	Male	4	Human Resources	3	Married	2844	1	No	4	7	2	4	0.0476729617	-0.7284195206
28	0	Travel_Frequently	Research & Development	6	3	3	Male	2	Research Scientist	3	Divorced	2703	1	Yes	4	3	2	3	-1.4080256926	-0.5351519103
18	1	Non-Travel	Research & Development	8	1	3	Male	3	Laboratory Technician	3	Single	1904	1	No	4	0	0	3	-2.0957341415	-0.921687131
33	1	Travel_Rarely	Sales	9	4	1	Female	3	Sales Executive	1	Single	8224	0	Yes	1	6	3	3	-0.9498933305	0.0446509207
41	0	Travel_Rarely	Research & Development	12	4	2	Male	3	Laboratory Technician	4	Married	4766	3	Yes	1	6	4	3	-2.0085850468	-1.1149547413
31	1	Travel_Frequently	Research & Development	15	3	3	Male	3	Laboratory Technician	3	Married	2610	1	No	3	2	5	2	-1.0797994639	-0.921687131
37	0	Travel_Rarely	Research & Development	25	2	3	Female	2	Healthcare Representative	4	Divorced	5731	7	No	3	9	2	3	-0.7257601645	-0.7284195206
27	0	Travel_Rarely	Research & Development	6	3	4	Male	2	Research Scientist	3	Married	2539	1	No	3	4	0	3	-0.9055012746	-0.7284195206
34	0	Travel_Rarely	Sales	9	1	2	Female	3	Sales Executive	3	Married	5714	1	No	1	6	3	2	-0.3015386226	2.5848232073
35	0	Travel_Rarely	Human Resources	8	4	3	Male	3	Human Resources	3	Single	4323	1	No	2	6	2	1	-0.3876679057	0.0446509207
29	1	Travel_Rarely	Sales	23	1	4	Female	2	Sales Executive	1	Married	7336	1	No	1	11	3	1	1.8293854803	-0.7284195206
40	0	Travel_Frequently	Research & Development	9	4	2	Female	3	Research Director	3	Single	13499	9	No	3	20	3	2	2.5883188671	0.0446509207
42	1	Travel_Frequently	Sales	12	3	3	Male	3	Sales Executive	1	Single	13758	0	Yes	2	22	2	2	4.7818322895	-0.921687131
42	0	Travel_Rarely	Sales	4	4	2	Male	3	Sales Executive	1	Single	5155	7	No	4	9	3	4	-0.158091819	-0.7284195206
35	0	Travel_Rarely	Research & Development	1	4	4	Male	2	Laboratory Technician	3	Married	2258	6	No	2	10	2	3	-0.264568368	-0.921687131
24	0	Travel_Rarely	Research & Development	24	3	4	Male	3	Laboratory Technician	2	Single	3597	8	No	4	6	2	3	-0.9010781653	2.971358428
28	1	Travel_Rarely	Research & Development	12	1	3	Female	3	Laboratory Technician	4	Married	2515	1	Yes	4	1	4	2	-1.8671778662	-1.1149547413
26	0	Travel_Rarely	Research & Development	3	4	1	Male	4	Laboratory Technician	4	Married	4420	1	No	2	8	2	3	0.5882978252	2.971358428
30	0	Travel_Rarely	Sales	10	3	3	Male	2	Sales Executive	3	Married	6578	1	No	1	10	3	3	-0.0933296132	0.2379185311
40	0	Travel_Frequently	Research & Development	26	2	3	Female	2	Research Scientist	4	Married	4422	3	Yes	4	16	3	1	-1.8671778662	-0.7284195206
35	0	Travel_Rarely	Research & Development	2	3	3	Male	2	Manufacturing Director	2	Divorced	10274	2	No	2	15	2	4	0.8957721823	0.2379185311
34	0	Travel_Frequently	Research & Development	1	3	4	Male	2	Healthcare Representative	1	Single	5343	0	No	3	14	3	3	2.1396479294	2.5848232073
35	0	Travel_Frequently	Research & Development	4	4	4	Male	2	Laboratory Technician	4	Married	2376	1	No	2	2	2	4	-1.0797994639	-0.7284195206
43	1	Travel_Rarely	Sales	9	3	1	Female	1	Sales Executive	3	Single	5346	8	No	2	7	2	2	-0.7586511732	-0.7284195206
32	0	Non-Travel	Sales	2	1	3	Female	3	Sales Representative	1	Divorced	2827	1	No	3	1	3	3	-2.0085850468	-0.921687131
56	0	Travel_Rarely	Research & Development	4	4	4	Female	3	Manager	1	Divorced	19943	4	No	4	28	2	3	-0.5443840372	-0.7284195206
29	0	Travel_Rarely	Research & Development	6	1	2	Female	3	Laboratory Technician	4	Married	3131	1	No	1	10	5	3	1.0464301873	-0.7284195206
19	0	Travel_Rarely	Research & Development	9	2	3	Male	3	Research Scientist	1	Single	2552	1	No	3	1	4	3	-1.8671778662	3.551161259
45	0	Travel_Rarely	Research & Development	7	3	1	Female	3	Research Scientist	3	Married	4477	4	Yes	3	7	2	2	-1.266618512	0.4311861414
37	0	Travel_Rarely	Research & Development	1	3	4	Female	2	Manufacturing Director	4	Married	6474	1	No	2	14	2	2	2.2332597563	-0.7284195206
20	0	Travel_Rarely	Research & Development	3	3	1	Male	2	Laboratory Technician	3	Single	3033	1	No	1	2	2	2	-1.2167835352	-0.921687131
44	1	Travel_Rarely	Research & Development	10	4	3	Male	3	Research Scientist	3	Single	2936	1	Yes	3	6	4	3	-0.7223568668	-1.1149547413
53	0	Travel_Rarely	Research & Development	7	2	4	Female	3	Manager	3	Divorced	18606	3	No	2	26	6	3	1.049085016	0.2379185311
29	0	Travel_Rarely	Research & Development	15	1	2	Female	1	Research Scientist	4	Married	2168	0	Yes	1	6	2	2	-0.5300948979	0.2379185311
22	1	Travel_Frequently	Research & Development	3	4	3	Male	2	Research Scientist	4	Married	2853	0	Yes	2	1	5	3	-2.0957341415	-1.1149547413
46	0	Travel_Rarely	Sales	2	3	3	Female	3	Manager	1	Married	17048	8	No	1	28	2	3	5.6278540287	3.1646260383
44	0	Non-Travel	Research & Development	17	3	4	Male	1	Research Scientist	3	Single	2290	2	No	4	6	3	3	-2.0957341415	-0.7284195206
33	0	Travel_Rarely	Human Resources	2	3	2	Male	3	Human Resources	3	Married	3600	1	No	4	5	2	3	-0.3876679057	-0.7284195206
41	1	Non-Travel	Research & Development	5	2	1	Male	2	Research Scientist	1	Divorced	2107	6	No	1	5	2	1	-2.0085850468	0.0446509207
30	0	Travel_Rarely	Sales	29	4	3	Male	3	Sales Executive	1	Divorced	4115	8	No	3	8	3	3	-0.8956352445	0.4311861414
40	0	Travel_Frequently	Sales	2	4	2	Male	3	Sales Executive	2	Married	4327	5	No	4	5	2	3	-2.0957341415	-0.921687131
50	0	Travel_Frequently	Research & Development	2	3	4	Female	3	Manager	1	Married	17856	2	No	3	32	3	3	-1.0797994639	2.971358428
28	0	Travel_Rarely	Research & Development	19	4	4	Male	2	Laboratory Technician	1	Married	3196	1	No	3	6	2	3	-0.0275704799	-0.921687131
46	0	Travel_Rarely	Research & Development	15	2	4	Male	3	Research Director	2	Married	19081	5	No	1	25	2	3	-1.0370424252	-1.1149547413
35	0	Travel_Rarely	Sales	17	4	3	Male	3	Sales Executive	1	Married	8966	3	Yes	4	15	2	3	0.6381328019	-0.3418843
24	1	Travel_Rarely	Research & Development	17	2	4	Female	3	Laboratory Technician	2	Married	2210	1	No	1	1	3	1	-2.0085850468	-0.7284195206
33	0	Travel_Frequently	Sales	25	3	2	Female	3	Sales Executive	3	Married	4539	1	No	1	10	3	2	-0.0919659384	-0.921687131
36	0	Travel_Rarely	Research & Development	6	4	3	Male	1	Laboratory Technician	3	Divorced	2741	1	No	3	7	4	3	0.6381328019	-0.5351519103
30	0	Travel_Rarely	Research & Development	7	4	3	Male	3	Laboratory Technician	3	Divorced	3491	1	No	1	10	4	2	2.1433225697	-0.7284195206
44	0	Travel_Rarely	Research & Development	29	4	4	Male	3	Research Scientist	4	Single	4541	1	No	2	20	3	3	5.4047785326	3.551161259
20	0	Travel_Rarely	Sales	21	3	3	Male	4	Sales Representative	4	Single	2678	1	No	4	2	2	3	-1.2212066445	0.0446509207
46	0	Travel_Rarely	Research & Development	2	4	4	Male	3	Manufacturing Director	4	Divorced	7379	2	No	3	12	3	2	-0.4419259918	-1.1149547413
42	0	Non-Travel	Human Resources	2	5	4	Male	4	Human Resources	1	Married	6272	7	No	1	10	3	4	-0.8956352445	-0.1486166896
60	0	Travel_Rarely	Sales	7	4	2	Male	4	Sales Executive	4	Divorced	5220	0	Yes	2	12	3	3	1.2715831647	0.2379185311
32	0	Travel_Frequently	Research & Development	13	3	3	Female	2	Laboratory Technician	2	Married	2743	1	No	3	2	2	3	-1.0797994639	2.5848232073
32	0	Travel_Frequently	Research & Development	2	2	4	Female	3	Research Scientist	3	Single	4998	4	Yes	4	10	2	3	0.5882978252	-0.5351519103
36	0	Travel_Rarely	Research & Development	1	3	3	Female	1	Manufacturing Director	1	Divorced	10252	2	Yes	3	17	2	3	1.4600372301	2.7780908176
33	0	Travel_Rarely	Research & Development	9	3	1	Male	3	Research Scientist	4	Married	2781	0	No	2	15	5	3	2.5106311969	-0.7284195206
40	0	Travel_Rarely	Sales	10	3	2	Female	2	Sales Executive	2	Divorced	6852	7	No	2	7	2	4	-0.9543164398	-0.921687131
25	0	Travel_Rarely	Sales	10	4	3	Male	3	Sales Executive	4	Single	4950	0	No	2	5	4	3	-1.0435051574	-0.5351519103
30	0	Travel_Rarely	Research & Development	1	3	4	Male	3	Research Scientist	2	Married	3579	0	Yes	1	12	2	3	1.8174798272	2.7780908176
42	0	Travel_Frequently	Research & Development	26	5	1	Female	3	Research Director	1	Married	13191	3	Yes	3	20	6	3	-2.0085850468	0.0446509207
35	0	Non-Travel	Sales	8	2	3	Female	2	Sales Executive	4	Married	10377	4	Yes	2	16	6	2	1.5770786413	-1.1149547413
27	0	Travel_Rarely	Research & Development	14	3	1	Male	3	Research Scientist	1	Married	2235	1	Yes	4	9	3	2	1.6397783402	-0.5351519103
54	0	Travel_Frequently	Research & Development	1	4	4	Female	3	Manufacturing Director	3	Divorced	10502	7	No	1	33	2	1	-0.3876679057	0.0446509207
44	0	Travel_Rarely	Research & Development	2	1	1	Female	4	Research Scientist	4	Married	2011	1	No	4	10	5	3	1.4386701527	-0.7284195206
19	1	Non-Travel	Research & Development	10	3	1	Female	2	Research Scientist	2	Single	1859	1	Yes	2	1	2	4	-1.8671778662	3.551161259
29	0	Travel_Rarely	Research & Development	1	3	1	Female	3	Research Scientist	4	Divorced	3760	1	No	1	3	5	3	-1.1296344406	-0.3418843
54	0	Travel_Rarely	Research & Development	3	3	4	Male	3	Research Director	4	Married	17779	3	No	1	36	2	3	1.33026436	-0.5351519103
31	0	Travel_Rarely	Research & Development	11	2	3	Male	3	Healthcare Representative	1	Married	6833	1	Yes	4	6	2	2	-0.7233766782	-0.921687131
31	0	Travel_Rarely	Research & Development	24	3	3	Female	2	Healthcare Representative	1	Single	6812	1	No	2	10	2	3	1.3248214393	0.4311861414
59	0	Travel_Rarely	Sales	3	3	3	Female	2	Sales Executive	4	Single	5171	5	No	4	13	2	3	-0.7192974323	0.0446509207
43	0	Travel_Rarely	Research & Development	3	3	3	Male	1	Research Director	4	Married	19740	3	No	2	25	2	3	0.5882978252	-0.5351519103
49	0	Travel_Rarely	Research & Development	4	2	1	Male	2	Manager	3	Married	18711	2	No	3	23	2	4	-2.0085850468	-0.7284195206
36	0	Travel_Frequently	Research & Development	3	3	3	Male	3	Research Scientist	2	Married	3692	1	No	3	12	2	2	1.2739666511	-0.921687131
48	0	Travel_Rarely	Research & Development	2	2	4	Male	4	Laboratory Technician	2	Single	2559	5	No	3	7	4	2	-2.0085850468	-1.1149547413
27	0	Travel_Rarely	Research & Development	4	2	1	Male	3	Research Scientist	3	Divorced	2517	1	No	2	5	2	3	-0.8084861499	-1.1149547413
29	0	Travel_Rarely	Research & Development	7	3	3	Male	3	Healthcare Representative	4	Divorced	6623	1	Yes	2	6	2	3	-1.4358555023	-1.1149547413
48	0	Travel_Rarely	Research & Development	1	3	4	Male	2	Research Director	4	Single	18265	6	No	3	25	3	4	-2.0085850468	-0.921687131
29	0	Travel_Rarely	Research & Development	1	3	4	Female	2	Research Director	4	Divorced	16124	3	No	2	9	2	2	0.6381328019	-0.5351519103
34	0	Travel_Rarely	Research & Development	20	3	3	Female	4	Research Scientist	3	Married	2585	0	No	4	2	5	2	-2.0085850468	0.0446509207
44	0	Travel_Rarely	Sales	5	3	2	Male	3	Manager	2	Married	18213	7	No	3	26	5	3	2.9294327019	-1.1149547413
33	0	Travel_Rarely	Sales	10	5	4	Male	4	Sales Executive	3	Divorced	8380	0	Yes	4	10	3	3	0.9592810926	-0.5351519103
19	0	Travel_Rarely	Research & Development	25	3	2	Female	4	Research Scientist	4	Single	2994	1	Yes	4	1	2	3	-1.8661580547	-0.921687131
23	0	Travel_Rarely	Research & Development	1	2	4	Male	3	Research Scientist	3	Married	1223	1	No	4	1	2	3	-1.8661580547	2.971358428
25	1	Travel_Frequently	Sales	24	1	3	Male	1	Sales Representative	4	Single	1118	1	Yes	4	1	4	3	-1.8716009755	-0.5351519103
26	0	Travel_Rarely	Research & Development	4	2	3	Male	3	Research Scientist	4	Single	2875	1	Yes	2	8	2	2	-0.1326833541	2.5848232073
45	1	Travel_Rarely	Sales	2	3	1	Female	1	Manager	2	Single	18824	2	Yes	1	26	2	3	3.1135969213	-0.1486166896
55	0	Non-Travel	Research & Development	8	1	4	Male	2	Healthcare Representative	2	Divorced	13577	1	Yes	4	34	3	3	4.1076116779	-0.3418843
21	1	Travel_Frequently	Research & Development	10	2	1	Female	2	Laboratory Technician	3	Single	2625	1	No	3	2	2	1	-1.0797994639	2.5848232073
46	0	Travel_Rarely	Sales	4	2	4	Female	2	Manager	2	Married	18789	2	No	3	26	2	3	0.5679505593	-0.5351519103
34	0	Travel_Rarely	Sales	2	3	3	Female	3	Sales Executive	1	Single	4538	0	Yes	4	4	3	3	-1.266618512	-0.921687131
51	0	Travel_Frequently	Sales	9	3	4	Male	3	Manager	2	Divorced	19847	4	Yes	1	31	5	2	4.776756116	3.3578936487
59	0	Travel_Rarely	Research & Development	18	4	4	Male	3	Manufacturing Director	4	Single	10512	6	No	4	25	6	2	0.9330863002	-0.921687131
34	0	Travel_Frequently	Research & Development	19	3	3	Female	3	Laboratory Technician	2	Divorced	4444	4	No	3	15	2	4	2.103353623	-0.7284195206
28	0	Travel_Frequently	Research & Development	1	4	4	Male	3	Laboratory Technician	3	Single	2154	0	Yes	3	5	2	2	-1.1794694173	-1.1149547413
44	0	Travel_Rarely	Research & Development	4	2	3	Male	4	Manager	1	Divorced	19190	1	No	4	26	4	2	5.1249857473	-0.5351519103
34	0	Travel_Frequently	Human Resources	11	3	3	Male	2	Human Resources	2	Married	4490	4	No	4	14	5	4	1.3248214393	-1.1149547413
35	0	Travel_Rarely	Research & Development	6	1	3	Male	3	Research Scientist	3	Married	3506	0	Yes	4	4	3	3	-0.9926503692	-0.5351519103
42	0	Travel_Rarely	Research & Development	7	4	2	Female	4	Research Scientist	2	Married	2372	6	Yes	4	18	2	3	-2.0085850468	-0.1486166896
43	0	Travel_Rarely	Sales	4	4	4	Female	2	Sales Executive	4	Single	10231	3	No	4	23	3	4	5.2002670474	-0.5351519103
36	0	Travel_Rarely	Research & Development	2	4	3	Female	3	Manufacturing Director	2	Single	5410	9	Yes	4	18	2	3	3.6723961644	-1.1149547413
44	1	Travel_Rarely	Research & Development	15	3	1	Female	3	Healthcare Representative	4	Married	7978	1	No	4	10	2	3	0.4777420302	-1.1149547413
28	0	Travel_Frequently	Research & Development	2	3	4	Male	2	Laboratory Technician	4	Married	3867	1	Yes	2	2	2	3	-1.0797994639	-0.921687131
51	0	Travel_Frequently	Research & Development	6	2	2	Female	2	Laboratory Technician	3	Single	2838	0	No	2	8	6	2	0.4701869656	-0.5351519103
30	0	Non-Travel	Research & Development	9	2	3	Female	3	Manufacturing Director	3	Single	4695	7	Yes	3	10	3	3	0.3010603546	0.2379185311
